UTM 10X10,COUNTRY,Tmax30-REM 1971-2000,Tmax30nd5d-REM 1971-2000,TmaxAvemin-REM 1971-2000,TmaxAvemin5d-REM 1971-2000,Tmax30-WRA 1971-2000,Tmax30nd5d-WRA 1971-2000,TmaxAvemin-WRA 1971-2000,TmaxAvemin5d-WRA 1971-2000,Tmax30-WRB 1971-2000,Tmax30nd5d-WRB 1971-2000,TmaxAvemin-WRB 1971-2000,TmaxAvemin5d-WRB 1971-2000,Tmax30-PRO 1971-2000,Tmax30nd5d-PRO 1971-2000,TmaxAvemin-PRO 1971-2000,TmaxAvemin5d-PRO 1971-2000,Tmax30-MM5 1971-2000,Tmax30nd5d-MM5 1971-2000,TmaxAvemin-MM5 1971-2000,TmaxAvemin5d-MM5 1971-2000,PrAvemax-REM 1971-2000,PrAvemax5d-REM 1971-2000,Pr1mm-REM 1971-2000,Pr1mm5d-REM 1971-2000,PrAvemax-WRA 1971-2000,PrAvemax5d-WRA 1971-2000,Pr1mm-WRA 1971-2000,Pr1mm5d-WRA 1971-2000,PrAvemax-WRB 1971-2000,PrAvemax5d-WRB 1971-2000,Pr1mm-WRB 1971-2000,Pr1mm5d-WRB 1971-2000,PrAvemax-PRO 1971-2000,PrAvemax5d-PRO 1971-2000,Pr1mm-PRO 1971-2000,Pr1mm5d-PRO 1971-2000,PrAvemax-MM5 1971-2000,PrAvemax5d-MM5 1971-2000,Pr1mm-MM5 1971-2000,Pr1mm5d-MM5 1971-2000,Hum-relat-REM 1971-2000,Hum-relat-WRA 1971-2000,Hum-relat-WRB 1971-2000,Hum-relat-PRO 1971-2000,Hum-relat-MM5 1971-2000,Tmax30-REM 2021-2050,Tmax30nd5d-REM 2021-2050,TmaxAvemin-REM 2021-2050,TmaxAvemin5d-REM 2021-2050,Tmax30-WRA 2021-2050,Tmax30nd5d-WRA 2021-2050,TmaxAvemin-WRA 2021-2050,TmaxAvemin5d-WRA 2021-2050,Tmax30-WRB 2021-2050,Tmax30nd5d-WRB 2021-2050,TmaxAvemin-WRB 2021-2050,TmaxAvemin5d-WRB 2021-2050,Tmax30-PRO 2021-2050,Tmax30nd5d-PRO 2021-2050,TmaxAvemin-PRO 2021-2050,TmaxAvemin5d-PRO 2021-2050,Tmax30-MM5 2021-2050,Tmax30nd5d-MM5 2021-2050,TmaxAvemin-MM5 2021-2050,TmaxAvemin5d-MM5 2021-2050,PrAvemax-REM 2021-2050,PrAvemax5d-REM 2021-2050,Pr1mm-REM 2021-2050,Pr1mm5d-REM 2021-2050,PrAvemax-WRA 2021-2050,PrAvemax5d-WRA 2021-2050,Pr1mm-WRA 2021-2050,Pr1mm5d-WRA 2021-2050,PrAvemax-WRB 2021-2050,PrAvemax5d-WRB 2021-2050,Pr1mm-WRB 2021-2050,Pr1mm5d-WRB 2021-2050,PrAvemax-PRO 2021-2050,PrAvemax5d-PRO 2021-2050,Pr1mm-PRO 2021-2050,Pr1mm5d-PRO 2021-2050,PrAvemax-MM5 2021-2050,PrAvemax5d-MM5 2021-2050,Pr1mm-MM5 2021-2050,Pr1mm5d-MM5 2021-2050,Hum-relat-REM 2021-2050,Hum-relat-WRA 2021-2050,Hum-relat-WRB 2021-2050,Hum-relat-PRO 2021-2050,Hum-relat-MM5 2021-2050
CH53,SPAIN,0.1,0,62.27,6.5,0,0,79.17,8.07,0,0,70.9,6.5,0,0,61.4,5.93,0,0,69.47,6.07,98.03,2.87,215.57,19.7,106.27,3.67,189.6,15.03,105.93,3.53,192.2,15.77,108.57,3.77,160.07,9.63,105.97,3.53,182.4,13.7,67.59,80.51,80.11,85.54,75.72,2.27,0.07,56.43,5.9,0.03,0,80.6,8.1,0.03,0,71.77,6.6,0.87,0.07,63.87,5.83,0,0,67.5,6.37,90.83,2.53,229.67,22.87,102.6,3.13,197.5,16.4,102.5,3.33,199.23,17.23,106.67,2.9,163.53,9.93,117.07,2.93,160.53,9.4,65.73,79.44,78.62,85.08,75.44
CH60,SPAIN,0,0,51.17,4.3,0,0,79.3,7.9,0,0,71.03,6.57,0,0,52.27,4.2,0,0,63.47,5.17,96.3,2.1,224.7,22.3,103.2,2.77,205.03,18.03,99.53,2.1,210.17,19.4,106.2,2.23,155.23,9.83,98.97,2.87,202.6,18.63,66.71,80.9,80.34,85.8,75.01,0.2,0,51.07,4.57,0,0,80.1,8.63,0,0,73.1,7.13,0,0,53.3,4.57,0,0,63.8,5.83,89.2,1.67,239.07,25.7,98.27,2.57,215.47,21.3,95.53,2.87,218.93,22.47,106.7,2.43,162.43,10.9,111.63,2.63,163.7,9.77,64.95,79.66,78.59,85.39,74.92
CH61,SPAIN,0,0,52.17,3.9,0,0,81.3,8.1,0,0,72.8,6.7,0,0,53.57,4.5,0,0,69.93,5.7,103.83,2.67,220.93,22.1,108.23,3.17,192.97,15.97,107.37,3.23,196.27,16.8,116.83,3.2,142.8,8.17,104.6,3,192.03,16.3,71.95,83.66,83.22,87.39,77.64,0,0,57.97,5.57,0,0,85,8.97,0,0,76.4,7.3,0,0,57.07,5,0,0,70.53,6.7,93.1,2.33,236.13,25.23,105.07,3.17,203.33,17.67,102.8,3.3,206.1,19.17,115.1,3.23,150.93,8.83,116.53,3.17,156.63,8.53,69.86,82.24,81.27,86.94,77.38
CH62,SPAIN,0,0,53.07,4.8,0,0,80.87,7.9,0,0,73.87,6.73,0,0,56.5,4.8,0,0,69.77,5.83,106.13,3.47,205.57,18.53,105.77,3.3,191.57,15.9,106.3,3.17,194.77,16.7,108.67,4.07,156.43,9.67,106.67,3.4,184.4,14.6,69.56,83.94,83.38,87.68,76.86,0.6,0,55.63,5.47,0,0,85.8,9.17,0,0,78.07,7.67,0.87,0.07,63.27,5.83,0,0,68.63,6.5,96.6,2.77,220.7,21.23,102.97,3.1,202.3,17.63,102.23,3.27,203.8,18.23,106.87,3.53,161.07,9.67,118.5,3.13,154,8.2,67.56,82.51,81.48,87.18,76.56
CH63,SPAIN,0.2,0,55.53,5.33,0,0,78.43,7.6,0,0,70.37,6.3,0,0,59.53,5.4,0,0,68.3,5.97,101.77,2.97,206.2,18.4,106.6,3.6,190.77,15.57,105.4,3.43,193.57,16.17,108.03,3.8,161.47,10.07,104.9,3.5,183.57,13.97,66.33,80.11,79.61,85.33,75.4,3.73,0.1,53.5,5.03,0.03,0,79.83,7.93,0.03,0,71.13,6.6,0.87,0.07,63.17,5.57,0,0,66.67,6.3,94.6,2.63,219.7,21.03,103,3.13,199,16.63,102.4,3.37,200.33,17.37,106.47,3.13,164.17,9.63,116.1,3.1,161.13,9.73,64.48,79.05,78.14,84.84,75.1
CH72,SPAIN,0,0,49.77,4.23,0,0,83.67,8.53,0,0,77.17,7.2,0,0,57.57,4.83,0,0,69.8,5.8,104.73,3.5,207.33,19.03,107.13,3.27,188.7,15,105.77,3.3,193.03,16.1,107.47,4.07,153.23,9,106.07,3.43,185.67,14.67,70.63,82.85,82.04,87.1,76.52,0.4,0,57.43,5.47,0,0,86.6,9.17,0,0,79.47,7.97,0,0,66.3,6.1,0,0,68.1,6.5,95.07,3.1,224.6,22.23,103.93,3.13,199.6,16.9,102.47,3.23,202,17.8,106.83,3.5,158.5,9.17,116.67,2.93,155.5,8.33,68.5,81.51,80.17,86.55,76.18
CH90,SPAIN,0,0,57.03,4.83,0,0,80.7,8.07,0,0,74.6,6.9,0,0,51.77,3.87,0,0,67.43,5.9,90.53,1.77,236.23,24.23,100.43,2.43,205.53,17.7,97.23,1.97,212.47,20.07,105.27,2.4,160,10.4,96.37,2.27,202.77,17.6,65.99,83.19,82.45,87.46,74.07,0.13,0,51.6,4.63,0,0,82.07,8.37,0,0,75.97,7.43,0,0,54.77,4.87,0,0,66,6.27,82.73,1.33,249.67,27.03,95.77,2.33,214.7,20.53,93.23,2.03,221.43,22.4,106.73,2.53,166.27,10.83,106.33,2.77,166.4,9.63,64.15,81.86,80.34,87.01,73.75
DF07,SPAIN,6.53,0.27,41.13,2.8,5.07,0.13,18.5,1.13,1.73,0,27.13,1.63,36.63,3.63,38.87,3,0.2,0,54.73,5.27,49.33,0.53,307.23,46.63,53.6,0.6,312.47,47.77,54.1,0.77,309.37,47.2,61.73,1.23,285.23,39.8,52.37,0.37,303.6,44.13,67.86,70.36,67.34,79.36,72.29,19.17,1.47,45.37,3.37,11.77,0.57,18.1,0.93,5.9,0.2,28.27,1.43,58.87,7.43,40.67,3.17,0.6,0,56,5.07,47.57,0.57,312,47.37,53.07,0.63,315.13,48.73,54.67,0.77,311.2,47.37,56,1.03,294.4,41.67,73.43,1.2,268.8,32,67.89,70.11,67.56,78.53,72.78
DF08,SPAIN,23.3,1.73,32.1,2,8.93,0.23,17.33,1.13,3.23,0.03,24.27,1.37,41.67,4.8,35.13,2.63,0.93,0,31.67,1.97,52.2,0.53,305.73,45.8,55.93,0.67,309.57,46.83,55.97,0.9,307.33,46.37,63.53,1.4,280.37,38.2,53.97,0.47,301.03,43.13,64.99,68.97,66.29,79.23,70.13,43.87,4.13,33.87,2.13,17.2,1.1,17.33,0.87,9.2,0.47,24.77,1.27,63.43,8.43,36.47,2.6,1.8,0,32.37,2.13,49.17,0.53,310.63,46.3,56.4,0.73,311.13,46.63,55.83,0.77,308.73,46.63,58.73,1.07,289.57,40.13,73.53,1.27,268.83,31.47,64.83,68.7,66.5,78.23,70.8
DF09,SPAIN,46.43,4.47,25.93,1.17,10.73,0.37,19.73,1.23,4.4,0.07,25.87,1.43,37.7,4.17,35.9,2.57,1.4,0.03,26.73,1.37,51.07,0.43,308.93,46.4,57.97,0.73,307.4,45.87,57.13,0.93,305.43,45.5,65.53,1.2,278.17,37.27,56.4,0.57,295.33,41.9,62.07,68.51,65.77,78.78,69.11,66.27,7.3,26.27,1.4,19.6,1.43,20,1,11.67,0.57,25.9,1.37,60.23,7.93,37.1,2.57,2.4,0,26.07,1.47,47.07,0.47,314.47,47.17,57.2,0.87,308.83,45.47,56.3,0.67,306.83,45.63,61.1,0.9,287.57,39.2,75.73,1.27,264.57,30.6,61.71,68.2,65.96,77.66,69.88
DF17,SPAIN,3.6,0.17,46.77,3.33,2.73,0.03,23.1,1.47,0.8,0,32.4,2,24.07,2.23,47.3,3.87,0.07,0,67.93,6.9,48.4,0.47,308,47,54.77,0.9,311.87,47.83,55.33,0.87,307.03,46.47,60.57,1.1,287.13,40.27,51.67,0.37,304.63,44.57,68.96,72.16,68.66,79.28,73.05,12.9,0.83,51.43,4.17,7.6,0.4,23.47,1.1,3.67,0.07,33.77,2.03,49.3,5.83,49.53,4.27,0.37,0,69.9,7.07,46.43,0.53,313.17,48.1,54.93,0.53,313.9,47.9,56.33,0.83,308.6,46.93,54.53,1,297.2,42.6,72.87,1.3,268.87,32,69.1,71.95,68.92,78.68,73.5
DF18,SPAIN,15.23,0.9,35.47,2.3,8.57,0.23,16.93,1.03,3.03,0,22.8,1.27,41.33,4.5,36.97,2.8,0.47,0,43.77,3.43,52.7,0.57,304.27,45.57,54.63,0.6,311.57,47.3,55.4,0.73,308.37,46.7,61.53,1.3,284.1,39.43,53.53,0.4,302.57,43.73,65.88,69.04,66.61,79.29,71.06,34.37,2.97,38.1,2.63,16.77,0.97,16.8,0.83,8.5,0.4,23.23,1.17,62.57,8.3,38.83,3.1,0.93,0,44.6,3.6,49.7,0.63,309,45.87,55.33,0.57,312.63,46.97,55.07,0.77,309.6,47.03,56.17,1.13,293.5,41.2,72.9,1.3,268.9,31.57,65.82,68.79,66.84,78.45,71.67
DF19,SPAIN,37.53,3.43,28.13,1.4,9.93,0.27,18.83,1.2,4.27,0.07,24.9,1.27,29.97,2.83,41.03,3.23,1,0.03,33.87,2.4,54.2,0.6,304.6,45,56.93,0.73,308.8,46.4,56.93,0.87,306.67,45.9,66.33,1.27,275.33,36.27,55.53,0.57,297.73,42.4,62.78,68.58,66.07,79.09,69.69,57.3,5.9,28.63,1.57,18.7,1.23,19.5,0.97,10.73,0.47,24.77,1.3,52.57,6.5,42.7,3.17,1.7,0,33.6,2.33,50.47,0.6,309.57,45.77,56.7,0.73,309.57,45.5,55.83,0.7,308.1,46.23,61.9,0.87,284.87,38.6,75.1,1.3,265.43,30.67,62.52,68.27,66.27,78.19,70.43
DF27,SPAIN,0.13,0,74.17,7.57,1.13,0,32.07,2.07,0.3,0,41.1,2.83,12.23,0.57,72.5,7.37,0,0,86.83,10.07,50.9,0.57,305.5,46.37,54.73,0.93,311.8,47.8,55.33,0.77,306.77,46.63,60.83,1.1,289.4,40.8,51.03,0.37,306.47,45.23,69.64,74.28,70.17,78.85,74.02,1.87,0.03,79.5,8.6,3.1,0.1,34.13,2.3,1.5,0,43.6,3.1,38.43,3.93,75.2,7.63,0.17,0,90.67,10.97,49.17,0.8,310.03,47.17,53.9,0.47,313.8,48.07,56.5,0.87,308.07,46.73,54.93,0.9,298.77,43.2,72.4,1.33,268.67,32.13,69.93,74.1,70.48,78.6,74.41
DF28,SPAIN,4.23,0.17,47.7,3.47,8.93,0.3,16.07,0.87,3.1,0,20.87,1.17,18.07,1.27,59.17,5.17,0.07,0,71.17,7.3,55.33,0.53,300.37,44.3,51.4,0.63,315.3,48.7,52.2,0.67,311.67,47.7,61.13,1.13,287.5,40.17,52.77,0.33,303.2,44.03,66.61,69.13,67.01,78.86,72.72,14.83,1.07,51.2,4.27,17.63,0.97,16.7,0.73,8.23,0.33,21.07,1,44.8,5.07,62.3,5.8,0.33,0,73.33,7.57,52.5,0.83,304.9,45.1,52.47,0.4,316.37,48.27,52.33,0.7,313.63,48.03,55.33,0.97,296.47,42.43,72.47,1.23,268.33,31.87,66.69,68.91,67.27,78.44,73.22
DF29,SPAIN,22.43,1.67,32.87,2.03,6.03,0.17,22.17,1.33,2.27,0,27.7,1.67,17.3,1.17,57.33,5.1,0.37,0,49.63,4.13,56.83,0.57,298.63,42.7,56.53,0.77,308.93,46.67,56.33,0.87,305.8,45.93,67.17,1.3,273.03,35.5,55.23,0.53,299.3,43.03,63.48,69.99,67.21,79.25,70.82,42.63,4,34.1,2.2,13.13,0.57,23.17,1.23,7.13,0.37,28.03,1.53,44.37,5.03,60.37,5.67,0.77,0,49.7,4.2,53.9,0.63,303.93,44.27,56,0.53,310.67,45.73,56.47,0.87,307.27,46.07,62.47,0.87,282.5,37.97,74.57,1.4,264.93,30.27,63.34,69.7,67.45,78.7,71.49
DF38,SPAIN,0.27,0,73.23,7.23,0.87,0,40.47,2.83,0.27,0,48.93,3.7,12.23,0.57,98.87,11.83,0,0,108,13.93,56.37,0.47,299.43,43.73,54.1,0.93,311.07,47.8,54.23,0.9,306.5,46.83,59.93,0.9,290.33,41.17,51.17,0.47,305.57,44.83,67.35,75.1,70.53,78.25,74.42,3.07,0.17,76.83,7.97,2,0.03,42.33,3.17,1.07,0,51.67,4.63,38.37,3.93,103.57,12.6,0.1,0,110.97,13.97,53.43,0.9,304.27,45.07,53.3,0.47,313.1,47.27,54.97,0.83,306.93,46.37,54.43,0.83,300.37,43.9,70.33,1.17,271.33,32.7,67.58,74.91,70.87,78.24,74.81
DF39,SPAIN,9.67,0.5,41.17,2.9,1.13,0,39.73,2.83,0.3,0,46.2,3.5,16.97,1.13,91.17,10.27,0.1,0,70.63,7.17,58.07,0.53,296.87,42.47,56.03,0.83,308.1,46.6,56.2,0.93,302.97,46.07,64.57,1.1,278.57,37.07,53.93,0.57,301.43,43.63,64.2,74.18,69.85,78.87,71.9,25.43,1.9,43.57,3.13,2.93,0.1,40.6,2.87,1.57,0,47.47,3.77,44.13,5,95.37,10.77,0.4,0,71.7,7.5,54.6,0.9,301.73,43.5,55.37,0.63,309.73,45.53,56.47,0.9,304.5,45.47,60,0.77,286.8,38.93,73.17,1.3,266.77,31.03,64.19,73.92,70.15,78.72,72.5
DF49,SPAIN,2.77,0.13,53.5,4.27,0.03,0,84.47,9.37,0,0,88.9,9.97,3.67,0.1,122.33,16.13,0.1,0,76.4,8.27,58.77,0.63,295.2,42.23,54.07,0.77,308.77,47.13,54.07,0.87,303.9,46.43,62.27,0.83,287.23,39.9,52.93,0.53,302.83,44.2,65.85,79.68,73.04,78.14,71.92,11.67,0.9,56.6,4.97,0.1,0,88.93,9.77,0.13,0,94.23,10.77,17.27,1.7,127.07,16.83,0.27,0,77.97,8.43,56.07,0.83,299.1,42.9,52.33,0.53,311.13,46.6,53.57,0.83,305.13,45.9,56.4,0.7,296.07,42.37,73.1,1.4,269.13,32.23,66.01,79.44,73.43,78.28,72.49
DG00,SPAIN,50.4,5.13,24.5,0.97,12.37,0.53,22.67,1.43,6.23,0.17,28.63,1.73,34.9,3.77,36.4,2.63,1.87,0.03,24.1,1.2,56.57,0.57,300.97,43.23,57.7,0.57,306.07,45.33,56.2,0.83,305.57,45.5,64.77,0.93,279.03,36.97,58.33,0.67,292.03,40.5,60.09,68,65.18,78.41,68.33,70.73,8.13,25.03,1.03,21.13,1.57,22.33,1.17,14.4,0.83,28.1,1.57,55.6,6.9,38.53,2.9,3.33,0.03,23.5,1.2,52.07,0.5,307,44.7,57.33,0.83,308,45.33,55.93,0.7,306.93,45.73,61.27,0.77,286.93,38.37,76.47,1.13,262.27,30.77,59.58,67.63,65.35,77.16,69.19
DG01,SPAIN,46.7,4.77,24.9,0.93,11.53,0.5,24.5,1.73,6.7,0.2,30.4,1.93,31.27,3.3,37.47,2.7,2.53,0.07,22.67,1.13,60.87,0.63,295.03,41.13,59.83,0.63,304.27,44.8,58.43,0.87,302.83,44.43,70.47,0.87,267.27,33.2,58.83,0.67,290.03,39.97,58.58,67.1,64.2,77.6,67.51,66.77,7.57,25.1,1.13,20.53,1.57,24,1.33,15.13,1.03,29.9,1.9,51.63,6.3,39.43,2.9,4.13,0.07,21.23,1.03,56.43,0.57,301.23,43.03,59.33,0.8,305.43,44.43,57.33,0.77,305.33,45.5,67.1,0.87,274.2,34.53,74.83,1.03,263.27,30.73,57.93,66.62,64.35,76.37,68.44
DG02,SPAIN,41.73,4.17,24.43,0.9,11.33,0.5,26,1.87,7.7,0.33,31.7,1.77,27.03,2.73,38.37,2.87,2.33,0.07,21.67,1.1,62.87,0.67,289.73,39.6,58.67,0.53,305.47,44.97,57.83,0.93,303.73,44.57,75.17,1.23,258.47,30.47,60,0.7,289.73,39.77,57.39,66.09,63.12,77.05,66.69,62.23,7.03,25.2,1.07,20.4,1.57,26,1.67,16.47,1.1,30.77,1.97,47.83,5.57,40.37,3,3.77,0.07,20.4,1.1,59.07,0.97,296.5,41.63,57.53,0.6,305.37,44.37,56.2,0.6,306.13,45.43,71.47,1,266.4,32.47,75.9,0.97,262.23,29.9,56.62,65.52,63.26,75.83,67.61
DG03,SPAIN,36.77,3.23,24.77,0.87,9.47,0.4,29.6,2.1,6.43,0.3,33.57,2.03,19.9,1.9,39.67,2.87,2.5,0.07,21.23,1.17,66.6,0.93,280.53,36.43,61.07,0.63,299.93,42.97,59.07,0.93,300.33,43.07,78.6,1.3,248.87,28.13,59.13,0.57,290.53,40.3,55.62,65.33,62.53,76.77,65.86,57.73,6.47,26.07,1.07,16.7,1.2,30.03,1.8,14.27,0.93,32.5,2.2,38.8,4.43,42.5,3.17,3.63,0.07,19.63,1.07,63.13,1.3,288.13,39.47,59.6,0.7,301.4,42.8,56.77,0.63,302.6,44.57,74.93,1.33,258.43,30.1,72.9,0.87,266.73,31.23,54.8,64.76,62.64,75.62,66.75
DG04,SPAIN,32.47,2.97,26.2,0.93,5.63,0.17,35.4,2.53,3.93,0.1,36.3,2.43,15.43,1.13,40.67,2.8,1.5,0.03,23.73,1.47,68.37,1.13,275.77,34.53,65,0.83,293.47,40.93,62.23,0.87,293.97,41.2,83.33,1.57,239.6,25.73,62.07,0.7,286.6,39.07,53.54,64.73,62.29,76.23,65.49,54.6,5.77,26.8,1.13,11.3,0.73,35.07,2.27,9.43,0.5,35.5,2.27,35.4,3.97,43.63,3.17,1.93,0.07,21.67,1.2,63.8,1.23,283.97,38.1,62.57,0.93,295.23,40.87,58.9,0.8,297.4,42.6,78.3,1.53,249.3,28.17,74.43,1.1,259.97,29.03,52.68,64.28,62.35,75.23,66.31
DG05,SPAIN,17.8,1.17,28.97,1.5,3.03,0.03,41.67,3.27,2.3,0.07,39.5,2.8,14.23,1.07,41.57,3,0.47,0,28.27,1.93,71.53,1.33,269.13,32.8,65.2,0.8,289.93,39.97,63.1,0.97,291.2,40.67,84.4,1.43,240.93,25.63,63.8,0.8,281.07,37.53,54.17,64.19,62.04,75.02,65.32,37.37,3.2,28.6,1.47,7.73,0.47,41.07,2.83,6.6,0.4,38.97,2.73,34.7,3.83,44.23,3.17,0.9,0.03,26.03,1.7,66.93,1.57,278.37,35.83,62.37,1.07,291.27,39.23,59.27,0.83,295.13,41.53,78.23,1.8,249.3,28.4,77.03,1.3,252.57,26.73,53.25,63.86,62.03,74.17,66.04
DG06,SPAIN,7.03,0.37,32.6,1.93,0.77,0,51.1,4.5,0.57,0,47.77,4.03,2.67,0.13,43.03,3.33,0.13,0,34.6,2.57,72.1,1.37,268,32.17,73.93,1.13,272.2,34.27,67.5,1.17,278.37,36.97,86.63,1.53,229.33,22.6,65.6,0.8,275.43,35.53,55.13,66.57,64.29,75.83,65.43,21.37,1.7,32.03,1.93,2.97,0.1,49.67,4.17,2.23,0.1,46.5,3.6,13.2,1.37,45.37,3.33,0.33,0,31.8,2,67,1.53,278.23,35,68.2,1.13,277.17,35.83,63.83,0.97,284.3,38.53,82.37,2.03,237.5,25.03,79.03,1.47,246.97,25.53,54.14,66.09,64,75.15,66.03
DG07,SPAIN,2.23,0.07,38.4,2.73,0.1,0,62.7,5.8,0,0,59.9,5.33,0.1,0,45.53,3.63,0,0,44.53,3.77,72.17,1.57,266.37,31.8,77.57,1.47,260.63,31.33,71.43,1.23,268.07,33.83,88,1.57,214.13,20.23,75.37,1.23,256.63,29.47,56.36,69.88,67.25,78.06,67.63,10.17,0.57,37.37,2.5,0.3,0,60.57,5.6,0.23,0,58.13,5.03,5.47,0.53,46.23,3.8,0.03,0,42.2,3.13,66.77,1.43,276.53,33.67,73.4,1.63,267.43,33.17,67.27,1.17,276.33,35.7,86.17,1.97,222.57,21.97,87.93,1.7,222.63,19.67,55.25,69.09,66.57,77.57,67.97
DG08,SPAIN,0.2,0,49.5,4.3,0,0,75.3,7.8,0,0,73.7,7.63,0.1,0,49.2,4.43,0,0,56.87,5,76.23,1.63,262.2,30.73,77.63,1.47,254.27,29.37,73.9,1.07,261.1,31.53,86.83,1.6,213.87,20.93,79.53,1.3,246.13,25.87,58.77,73.4,70.43,80.96,69.85,3.4,0.13,43.63,3.23,0,0,72.47,7.43,0,0,70.67,6.9,5.47,0.53,48.43,4.07,0,0,53.13,4.77,69.9,1.37,270.23,31.77,74.47,1.57,259.73,30.67,69.8,1.33,269,33.67,84.43,1.83,219.67,21.67,91.43,1.9,209.37,17.2,57.45,72.24,69.33,80.58,69.93
DG09,SPAIN,0,0,56.8,5.27,0,0,78.9,8.13,0,0,75.03,7.27,0,0,50.33,4.03,0,0,63.9,5.63,73.3,1.23,267.67,31.63,92.77,1.97,215.53,19.87,87.87,1.6,224.3,22.3,93.87,1.97,168,11.43,86.6,1.7,227.8,21.73,61.34,78.02,75.89,83.94,71.67,0.77,0,48.07,3.9,0,0,76.63,8.17,0,0,74.03,7.53,0,0,50.97,4.3,0,0,60.7,5.87,67.6,0.93,274.4,32.7,89.67,1.9,224.5,22.53,85.1,1.83,234.57,24.63,92.8,2.07,174.97,11.97,97.77,2.17,191.8,13.83,59.79,76.73,74.28,83.52,71.51
DG10,SPAIN,43.93,4.3,25.23,1.03,11.03,0.4,22.07,1.3,5.53,0.1,28.3,1.8,28.5,2.77,40.67,3.1,1.6,0.03,27.37,1.63,57.63,0.53,298.6,42.43,56.17,0.67,308.57,46.1,55.27,0.83,307.17,46,69.4,1.07,267.37,33.33,57.27,0.6,294.43,41.23,60.94,68.12,65.5,79.52,68.49,63.87,6.93,26.03,1.27,20.43,1.43,22.13,1.1,13.5,0.63,27.3,1.53,51.2,6.23,42.57,3.17,2.63,0.03,26.67,1.63,53.5,0.7,304.6,43.73,55.27,0.63,310.03,45.57,55.5,0.73,308.5,46.23,66.27,0.9,275.7,35.43,75.43,1.13,264.83,30.57,60.5,67.73,65.67,78.47,69.35
DG11,SPAIN,39.13,3.67,24.5,0.9,10.27,0.37,24.43,1.6,5.63,0.17,29.8,1.83,26.53,2.47,39.97,3.13,2.17,0.03,23.7,1.17,60.83,0.57,294.87,40.93,59.4,0.8,304.63,44.87,57.47,0.87,303.67,44.43,75.17,1.13,256.87,30.23,57.9,0.63,292.13,40.43,60.29,67.4,64.77,79.35,67.44,58.23,6.2,25.47,1.23,18.93,1.4,23.93,1.27,13.53,0.7,29.03,1.67,46.87,5.6,42.43,3.17,3.77,0.07,22.1,1.2,56.7,0.73,301.03,42.8,59.13,0.77,306.03,44.53,56.23,0.67,305.93,45.57,71.47,1.03,265.73,32.53,74.63,1.03,264.43,30.6,59.68,66.92,64.9,78.26,68.37
DG12,SPAIN,33.6,2.9,23.9,0.97,9.43,0.37,26.6,1.87,5.7,0.2,31.07,1.9,22.87,2.13,40.87,3.03,1.93,0.07,21.67,1.07,61.03,0.53,294.23,40.63,60.13,0.67,302.17,44.23,59.13,0.97,300.53,43.93,79.6,1.33,249.27,28.13,59.2,0.7,290.43,40.13,59.82,66.71,64.11,78.97,66.76,53.63,5.47,24.5,1.2,17.8,1.23,26.6,1.67,13.4,0.8,29.63,1.9,43.87,5.17,43.77,3.27,3.53,0.07,20.47,1.07,58,0.83,300.17,42.4,60.13,0.83,302.23,43.4,57.37,0.77,303.43,44.4,75.2,1.23,257.9,30.4,75.87,1.1,263.03,30.23,59.06,66.17,64.2,77.88,67.68
DG13,SPAIN,29.7,2.4,24.17,0.9,8.67,0.33,29.2,1.97,5.7,0.23,32.9,1.97,17.23,1.43,42.07,2.93,2.27,0.07,20.8,1.03,67.8,1.1,281.77,36.67,61.73,0.73,299.57,43.4,59.57,0.87,299.97,43.63,81.33,1.47,245.13,26.97,59.13,0.53,291,40.5,57.48,66.07,63.52,78.76,66.06,50.83,5.3,25.17,1.2,15.93,1.13,29.53,1.7,13.27,0.83,30.7,1.9,37.27,4.23,45.4,3.33,3.23,0.07,18.77,0.93,63.3,1.27,288.53,39.03,60.2,0.77,300.17,42.93,57.93,0.8,301.63,43.93,77.23,1.37,254.33,29.33,73.2,1.03,265.73,30.77,56.68,65.48,63.55,77.68,66.96
DG14,SPAIN,27.7,2.33,25.43,0.9,4.97,0.13,35.23,2.6,3.4,0.1,35.03,2.3,14.8,1.07,42.73,2.97,1.4,0.03,23.3,1.5,69.63,1.27,276.33,34.97,66.3,0.87,290.63,40.5,63.47,0.93,292.57,41.2,85.6,1.6,235.8,24.8,61.67,0.77,285.9,39.13,54.85,65.52,63.27,77.68,65.73,49.6,5.07,25.87,1.17,10.67,0.63,35.13,2.3,8.87,0.5,33.97,2.27,34.93,3.9,45.9,3.37,1.77,0.03,21.43,1.27,64.67,1.3,283.97,37.63,63.93,1.17,292.4,39.73,59.77,0.93,295.83,42.2,80.1,1.73,245.8,27.3,75.63,1.2,259.23,28.93,54.02,65.05,63.24,76.75,66.54
